"","date","Tmin"
"1213","2013-04-27",1.28
"1214","2013-04-28",-0.71
"1215","2013-04-29",6.73
"1216","2013-04-30",1.87
"1217","2013-05-01",1.4
"1218","2013-05-02",2.39
"1219","2013-05-03",2.3
"1220","2013-05-04",6.55
"1221","2013-05-05",5.65
"1222","2013-05-06",8.44
"1223","2013-05-07",5.78
"1224","2013-05-08",10.38
"1225","2013-05-09",5.89
"1226","2013-05-10",8.99
"1227","2013-05-11",5.89
"1228","2013-05-12",4.51
"1229","2013-05-13",9.96
"1230","2013-05-14",6.46
"1231","2013-05-15",5.37
"1232","2013-05-16",1.44
"1233","2013-05-17",3.85
"1234","2013-05-18",7.06
"1235","2013-05-19",7.25
"1236","2013-05-20",9.94
"1237","2013-05-21",11.82
"1238","2013-05-22",9.07
"1239","2013-05-23",4.96
"1240","2013-05-24",4.43
"1241","2013-05-25",4.96
"1242","2013-05-26",4.3
"1243","2013-05-27",4.13
"1244","2013-05-28",8.97
"1245","2013-05-29",6.16
"1246","2013-05-30",10.18
"1247","2013-05-31",10.61
"1248","2013-06-01",9.16
"1249","2013-06-02",6.45
"1250","2013-06-03",5.69
"1251","2013-06-04",5.11
"1252","2013-06-05",7.95
"1253","2013-06-06",7.99
"1254","2013-06-07",9.17
"1255","2013-06-08",8.19
"1256","2013-06-09",9.81
"1257","2013-06-10",8.66
"1258","2013-06-11",6.73
"1259","2013-06-12",12.74
"1260","2013-06-13",12.31
"1261","2013-06-14",7.87
"1262","2013-06-15",9.9
"1263","2013-06-16",10.72
"1264","2013-06-17",11.05
"1265","2013-06-18",12.41
"1266","2013-06-19",14.05
"1267","2013-06-20",15.89
"1268","2013-06-21",12.61
"1269","2013-06-22",11.36
"1270","2013-06-23",12.18
"1271","2013-06-24",9.34
"1272","2013-06-25",8.2
"1273","2013-06-26",7.98
"1274","2013-06-27",10.41
"1275","2013-06-28",11.53
"1276","2013-06-29",12.72
"1277","2013-06-30",12.94
"1278","2013-07-01",11.91
"1279","2013-07-02",9.5
"1280","2013-07-03",13.62
"1281","2013-07-04",11.2
"1282","2013-07-05",10.02
"1283","2013-07-06",10.45
"1284","2013-07-07",13.44
"1285","2013-07-08",13.2
"1286","2013-07-09",11.72
"1287","2013-07-10",10.79
"1288","2013-07-11",10.42
"1289","2013-07-12",10.03
"1290","2013-07-13",12.69
"1291","2013-07-14",15.32
"1292","2013-07-15",14.56
"1293","2013-07-16",14.74
"1294","2013-07-17",14.9
"1295","2013-07-18",15.21
"1296","2013-07-19",12.93
"1297","2013-07-20",15.11
"1298","2013-07-21",15.23
"1299","2013-07-22",16.38
"1300","2013-07-23",18.01
"1301","2013-07-24",14.02
"1302","2013-07-25",15.72
"1303","2013-07-26",12
"1304","2013-07-27",11.93
"1305","2013-07-28",14.13
"1306","2013-07-29",15.26
"1307","2013-07-30",14.61
"1308","2013-07-31",15.08
"1309","2013-08-01",15.5
"1310","2013-08-02",15.62
"1311","2013-08-03",14.29
"1312","2013-08-04",13.19
"1313","2013-08-05",15.39
"1314","2013-08-06",10.29
"1315","2013-08-07",11.71
"1316","2013-08-08",9.16
"1317","2013-08-09",15.08
"1318","2013-08-10",10.98
"1319","2013-08-11",13.61
"1320","2013-08-12",11.62
"1321","2013-08-13",8.46
"1322","2013-08-14",9.37
"1323","2013-08-15",15.54
"1324","2013-08-16",15.83
"1325","2013-08-17",12.45
"1326","2013-08-18",14.83
"1327","2013-08-19",10.42
"1328","2013-08-20",9.87
"1329","2013-08-21",10
"1330","2013-08-22",15.64
"1331","2013-08-23",14.28
"1332","2013-08-24",15.84
"1333","2013-08-25",12.18
"1334","2013-08-26",13.98
"1335","2013-08-27",9.7
"1336","2013-08-28",9.6
"1337","2013-08-29",12.03
"1338","2013-08-30",13.32
"1339","2013-08-31",13.1
"1340","2013-09-01",6.97
"1341","2013-09-02",9.94
"1342","2013-09-03",11.87
"1343","2013-09-04",10.63
"1344","2013-09-05",11.34
"1345","2013-09-06",12.85
"1346","2013-09-07",9
"1347","2013-09-08",6.3
"1348","2013-09-09",7.54
"1349","2013-09-10",8.04
"1350","2013-09-11",11.14
"1351","2013-09-12",11.98
"1352","2013-09-13",13.56
"1353","2013-09-14",8.66
"1354","2013-09-15",5.15
"1355","2013-09-16",7.45
"1356","2013-09-17",7.28
"1357","2013-09-18",10.02
"1358","2013-09-19",6.26
"1359","2013-09-20",8
"1360","2013-09-21",8.46
"1361","2013-09-22",13.89
"1362","2013-09-23",11.89
"1363","2013-09-24",8.9
"1364","2013-09-25",11.76
"1365","2013-09-26",13.28
"1366","2013-09-27",8.53
"1367","2013-09-28",10.28
"1368","2013-09-29",12.63
"1369","2013-09-30",12.27
"1370","2013-10-01",9.58
"1371","2013-10-02",13.39
"1372","2013-10-03",12.76
"1373","2013-10-04",15.43
"1374","2013-10-05",12.66
"1375","2013-10-06",6.53
"1376","2013-10-07",8.91
"1377","2013-10-08",11.66
"1378","2013-10-09",10.55
"1379","2013-10-10",6.01
"1380","2013-10-11",7.58
"1381","2013-10-12",9.08
"1382","2013-10-13",7.42
"1383","2013-10-14",7.55
"1384","2013-10-15",7.47
"1385","2013-10-16",4.13
"1386","2013-10-17",8.75
"1387","2013-10-18",9.45
"1388","2013-10-19",12.51
"1389","2013-10-20",11.69
"1390","2013-10-21",11.71
"1391","2013-10-22",14.91
"1392","2013-10-23",12.59
"1393","2013-10-24",4.3
"1394","2013-10-25",10.31
"1395","2013-10-26",13.96
"1396","2013-10-27",10.6
"1397","2013-10-28",10.82
"1398","2013-10-29",6.67
"1399","2013-10-30",2.47
"1400","2013-10-31",7.13
"1401","2013-11-01",10.57
"1402","2013-11-02",8.5
"1403","2013-11-03",6.45
"1404","2013-11-04",4.95
"1405","2013-11-05",2.52
"1406","2013-11-06",8.64
"1407","2013-11-07",8.33
"1408","2013-11-08",4.17
"1409","2013-11-09",2.26
"1410","2013-11-10",3.52
"1411","2013-11-11",0.76
"1412","2013-11-12",9.36
"1413","2013-11-13",-0.02
"1414","2013-11-14",3.29
"1415","2013-11-15",1.55
"1416","2013-11-16",-1.02
"1417","2013-11-17",1.54
"1418","2013-11-18",6
"1419","2013-11-19",0.85
"1420","2013-11-20",-3.07
"1421","2013-11-21",2.59
"1422","2013-11-22",1.69
"1423","2013-11-23",1.4
"1424","2013-11-24",2.56
"1425","2013-11-25",3.35
"1426","2013-11-26",-0.92
"1427","2013-11-27",0.34
"1428","2013-11-28",6.73
"1429","2013-11-29",6.9
"1430","2013-11-30",4.6
"1431","2013-12-01",-0.09
"1432","2013-12-02",4.4
"1433","2013-12-03",4.22
"1434","2013-12-04",4.38
"1435","2013-12-05",-0.72
"1436","2013-12-06",0.68
"1437","2013-12-07",2.42
"1438","2013-12-08",3.71
"1439","2013-12-09",4.44
"1440","2013-12-10",-0.54
"1441","2013-12-11",-0.1
"1442","2013-12-12",-1.58
"1443","2013-12-13",4.18
"1444","2013-12-14",2.72
"1445","2013-12-15",4.86
"1446","2013-12-16",6.35
"1447","2013-12-17",3.66
"1448","2013-12-18",3.78
"1449","2013-12-19",3.8
"1450","2013-12-20",1.71
"1451","2013-12-21",3.72
"1452","2013-12-22",6.81
"1453","2013-12-23",4.03
"1454","2013-12-24",6.64
"1455","2013-12-25",2.89
"1456","2013-12-26",0.96
"1457","2013-12-27",1.07
"1458","2013-12-28",3.42
"1459","2013-12-29",-0.45
"1460","2013-12-30",1.42
"1461","2013-12-31",4.18
