"","date","Tmax"
"1136","2013-02-09",4.89
"1137","2013-02-10",2.14
"1138","2013-02-11",1.76
"1139","2013-02-12",7.56
"1140","2013-02-13",10
"1141","2013-02-14",10.07
"1142","2013-02-15",10.1
"1143","2013-02-16",9.98
"1144","2013-02-17",8.77
"1145","2013-02-18",10.42
"1146","2013-02-19",6.04
"1147","2013-02-20",2.68
"1148","2013-02-21",2.01
"1149","2013-02-22",2.23
"1150","2013-02-23",2.3
"1151","2013-02-24",3.61
"1152","2013-02-25",4.39
"1153","2013-02-26",5.58
"1154","2013-02-27",7.62
"1155","2013-02-28",6.65
"1156","2013-03-01",5.22
"1157","2013-03-02",7.01
"1158","2013-03-03",10.18
"1159","2013-03-04",14.91
"1160","2013-03-05",13.97
"1161","2013-03-06",10.31
"1162","2013-03-07",10.05
"1163","2013-03-08",7.74
"1164","2013-03-09",4.11
"1165","2013-03-10",0.68
"1166","2013-03-11",4.19
"1167","2013-03-12",6.56
"1168","2013-03-13",7.14
"1169","2013-03-14",8.55
"1170","2013-03-15",8.7
"1171","2013-03-16",7.12
"1172","2013-03-17",6.9
"1173","2013-03-18",8.5
"1174","2013-03-19",6.78
"1175","2013-03-20",6.15
"1176","2013-03-21",6.28
"1177","2013-03-22",2.16
"1178","2013-03-23",1.04
"1179","2013-03-24",0.93
"1180","2013-03-25",1.74
"1181","2013-03-26",4.47
"1182","2013-03-27",4.52
"1183","2013-03-28",5.9
"1184","2013-03-29",5.62
"1185","2013-03-30",5.66
"1186","2013-03-31",6.27
"1187","2013-04-01",7.9
"1188","2013-04-02",5.45
"1189","2013-04-03",3.66
"1190","2013-04-04",7.33
"1191","2013-04-05",10.06
"1192","2013-04-06",9.95
"1193","2013-04-07",10.6
"1194","2013-04-08",8.79
"1195","2013-04-09",10.12
"1196","2013-04-10",12.56
"1197","2013-04-11",12.21
"1198","2013-04-12",14.51
"1199","2013-04-13",17.78
"1200","2013-04-14",15.52
"1201","2013-04-15",16.21
"1202","2013-04-16",17.76
"1203","2013-04-17",15.2
"1204","2013-04-18",13.48
"1205","2013-04-19",13.8
"1206","2013-04-20",14.37
"1207","2013-04-21",14.4
"1208","2013-04-22",19.4
"1209","2013-04-23",18.98
"1210","2013-04-24",21.48
"1211","2013-04-25",13.58
"1212","2013-04-26",11.15
"1213","2013-04-27",11.29
"1214","2013-04-28",13.92
"1215","2013-04-29",14.45
"1216","2013-04-30",15.78
"1217","2013-05-01",17.43
"1218","2013-05-02",18.57
"1219","2013-05-03",16.71
"1220","2013-05-04",17.84
"1221","2013-05-05",20.82
"1222","2013-05-06",21.94
"1223","2013-05-07",17.56
"1224","2013-05-08",14.35
"1225","2013-05-09",16.88
"1226","2013-05-10",13.85
"1227","2013-05-11",14.47
"1228","2013-05-12",14.51
"1229","2013-05-13",11.47
"1230","2013-05-14",13.51
"1231","2013-05-15",15.78
"1232","2013-05-16",12.61
"1233","2013-05-17",14.96
"1234","2013-05-18",18.25
"1235","2013-05-19",17.05
"1236","2013-05-20",15.02
"1237","2013-05-21",14.87
"1238","2013-05-22",11.88
"1239","2013-05-23",10.06
"1240","2013-05-24",14.57
"1241","2013-05-25",18.52
"1242","2013-05-26",17.06
"1243","2013-05-27",12.58
"1244","2013-05-28",12.98
"1245","2013-05-29",14.74
"1246","2013-05-30",20.23
"1247","2013-05-31",18.74
"1248","2013-06-01",18.11
"1249","2013-06-02",18.53
"1250","2013-06-03",20.19
"1251","2013-06-04",20.57
"1252","2013-06-05",21.44
"1253","2013-06-06",20.45
"1254","2013-06-07",18.39
"1255","2013-06-08",15.28
"1256","2013-06-09",15.53
"1257","2013-06-10",16.69
"1258","2013-06-11",16.89
"1259","2013-06-12",17.53
"1260","2013-06-13",18.32
"1261","2013-06-14",17.06
"1262","2013-06-15",17.15
"1263","2013-06-16",19.93
"1264","2013-06-17",20.53
"1265","2013-06-18",24.54
"1266","2013-06-19",20.62
"1267","2013-06-20",21.57
"1268","2013-06-21",18.62
"1269","2013-06-22",17.3
"1270","2013-06-23",16.87
"1271","2013-06-24",19.53
"1272","2013-06-25",21.11
"1273","2013-06-26",19.75
"1274","2013-06-27",20.98
"1275","2013-06-28",21.52
"1276","2013-06-29",25.01
"1277","2013-06-30",20.78
"1278","2013-07-01",16.99
"1279","2013-07-02",19.78
"1280","2013-07-03",22.9
"1281","2013-07-04",24.81
"1282","2013-07-05",26.49
"1283","2013-07-06",28.25
"1284","2013-07-07",27.06
"1285","2013-07-08",26.27
"1286","2013-07-09",24.31
"1287","2013-07-10",22.77
"1288","2013-07-11",24.53
"1289","2013-07-12",29.84
"1290","2013-07-13",29.19
"1291","2013-07-14",29.85
"1292","2013-07-15",29.88
"1293","2013-07-16",30.44
"1294","2013-07-17",29.03
"1295","2013-07-18",28.28
"1296","2013-07-19",24.59
"1297","2013-07-20",26.41
"1298","2013-07-21",31.43
"1299","2013-07-22",28.97
"1300","2013-07-23",26.82
"1301","2013-07-24",25.47
"1302","2013-07-25",26.14
"1303","2013-07-26",27.5
"1304","2013-07-27",24.11
"1305","2013-07-28",23.1
"1306","2013-07-29",21.3
"1307","2013-07-30",24.54
"1308","2013-07-31",31.11
"1309","2013-08-01",25.94
"1310","2013-08-02",23.59
"1311","2013-08-03",23.39
"1312","2013-08-04",22.53
"1313","2013-08-05",22.5
"1314","2013-08-06",22.3
"1315","2013-08-07",24.08
"1316","2013-08-08",24.26
"1317","2013-08-09",22.19
"1318","2013-08-10",22.74
"1319","2013-08-11",21.63
"1320","2013-08-12",20.87
"1321","2013-08-13",21.92
"1322","2013-08-14",23.24
"1323","2013-08-15",22.45
"1324","2013-08-16",20.43
"1325","2013-08-17",22.64
"1326","2013-08-18",22.74
"1327","2013-08-19",23.7
"1328","2013-08-20",25.71
"1329","2013-08-21",23.45
"1330","2013-08-22",26.22
"1331","2013-08-23",19.23
"1332","2013-08-24",23.15
"1333","2013-08-25",25.05
"1334","2013-08-26",23.3
"1335","2013-08-27",23.95
"1336","2013-08-28",23.93
"1337","2013-08-29",24.42
"1338","2013-08-30",20.96
"1339","2013-08-31",20.88
"1340","2013-09-01",24.79
"1341","2013-09-02",25.21
"1342","2013-09-03",27.56
"1343","2013-09-04",28.4
"1344","2013-09-05",19.05
"1345","2013-09-06",18.12
"1346","2013-09-07",17.36
"1347","2013-09-08",14.69
"1348","2013-09-09",16.27
"1349","2013-09-10",16.77
"1350","2013-09-11",18.83
"1351","2013-09-12",19.75
"1352","2013-09-13",13.86
"1353","2013-09-14",15.28
"1354","2013-09-15",14.97
"1355","2013-09-16",14.59
"1356","2013-09-17",15.43
"1357","2013-09-18",16.47
"1358","2013-09-19",18.68
"1359","2013-09-20",18.3
"1360","2013-09-21",19.33
"1361","2013-09-22",19.48
"1362","2013-09-23",20.98
"1363","2013-09-24",21.47
"1364","2013-09-25",19.12
"1365","2013-09-26",17.76
"1366","2013-09-27",18.61
"1367","2013-09-28",18.49
"1368","2013-09-29",18.52
"1369","2013-09-30",16.69
"1370","2013-10-01",20.2
"1371","2013-10-02",18.96
"1372","2013-10-03",20.39
"1373","2013-10-04",19.11
"1374","2013-10-05",19.2
"1375","2013-10-06",19.12
"1376","2013-10-07",20.21
"1377","2013-10-08",17.19
"1378","2013-10-09",12.27
"1379","2013-10-10",12.93
"1380","2013-10-11",13.92
"1381","2013-10-12",11.41
"1382","2013-10-13",11.34
"1383","2013-10-14",12.96
"1384","2013-10-15",15.94
"1385","2013-10-16",17.78
"1386","2013-10-17",17.26
"1387","2013-10-18",17.66
"1388","2013-10-19",16.83
"1389","2013-10-20",17.33
"1390","2013-10-21",17.82
"1391","2013-10-22",17.08
"1392","2013-10-23",16.83
"1393","2013-10-24",18.09
"1394","2013-10-25",17.07
"1395","2013-10-26",16.29
"1396","2013-10-27",14.61
"1397","2013-10-28",13.01
"1398","2013-10-29",13.63
"1399","2013-10-30",12.92
"1400","2013-10-31",13.63
"1401","2013-11-01",14.62
"1402","2013-11-02",12.23
"1403","2013-11-03",10.25
"1404","2013-11-04",12.23
"1405","2013-11-05",15.09
"1406","2013-11-06",11.52
"1407","2013-11-07",10.9
"1408","2013-11-08",7.99
"1409","2013-11-09",9.59
"1410","2013-11-10",12.34
"1411","2013-11-11",12.79
"1412","2013-11-12",11.04
"1413","2013-11-13",9.52
"1414","2013-11-14",9.6
"1415","2013-11-15",9.87
"1416","2013-11-16",8.84
"1417","2013-11-17",9.64
"1418","2013-11-18",6.47
"1419","2013-11-19",7.11
"1420","2013-11-20",7.83
"1421","2013-11-21",7.83
"1422","2013-11-22",7.48
"1423","2013-11-23",7.76
"1424","2013-11-24",7.1
"1425","2013-11-25",7.13
"1426","2013-11-26",10.38
"1427","2013-11-27",9.54
"1428","2013-11-28",9.7
"1429","2013-11-29",8.81
"1430","2013-11-30",8.94
"1431","2013-12-01",9.31
"1432","2013-12-02",7.54
"1433","2013-12-03",8.09
"1434","2013-12-04",9.95
"1435","2013-12-05",8.7
"1436","2013-12-06",8.92
"1437","2013-12-07",11.19
"1438","2013-12-08",11.28
"1439","2013-12-09",9.37
"1440","2013-12-10",5.35
"1441","2013-12-11",10.47
"1442","2013-12-12",11.6
"1443","2013-12-13",11.58
"1444","2013-12-14",12.23
"1445","2013-12-15",12.57
"1446","2013-12-16",8.36
"1447","2013-12-17",9.75
"1448","2013-12-18",9.02
"1449","2013-12-19",10.23
"1450","2013-12-20",11.38
"1451","2013-12-21",10.38
"1452","2013-12-22",11.12
"1453","2013-12-23",9.37
"1454","2013-12-24",7.08
"1455","2013-12-25",10.33
"1456","2013-12-26",9.94
"1457","2013-12-27",8.92
"1458","2013-12-28",9.69
"1459","2013-12-29",9.8
"1460","2013-12-30",10.47
"1461","2013-12-31",10.8
