atm_inventario_año;atm_inventario_grupo_cont;atm_inventario_sector;atm_inventario_cont_desc;atm_inventario_cont_unidades;atm_inventario_cont_cantidad
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;SOx;t;0.15
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;SOx;t;1026.87
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;SOx;t;1398.08
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;SOx;t;40.29
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;SOx;t;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;SOx;t;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;SOx;t;40.82
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;SOx;t;211.05
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;SOx;t;4.12
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;SOx;t;8.18
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);SOx;t;0.66
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;NOx;t;288.85
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;NOx;t;9700.45
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;NOx;t;2427.54
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;NOx;t;62.32
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;NOx;t;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;NOx;t;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;NOx;t;31654.07
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;NOx;t;4646.47
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;NOx;t;211.87
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;NOx;t;114.97
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);NOx;t;8.80
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;COVNM;t;1.72
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;COVNM;t;1573.71
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;COVNM;t;872.65
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;COVNM;t;645.36
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;COVNM;t;1694.41
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;COVNM;t;42614.81
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;COVNM;t;3833.60
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;COVNM;t;254.26
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;COVNM;t;16.03
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;COVNM;t;217.23
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);COVNM;t;40907.22
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;CH4;t;5.24
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;CH4;t;2470.78
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;CH4;t;363.03
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;CH4;t;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;CH4;t;5693.49
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;CH4;t;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;CH4;t;908.88
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;CH4;t;15.62
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;CH4;t;59077.04
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;CH4;t;7702.83
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);CH4;t;6.19
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;CO;t;515.03
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;CO;t;10476.66
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;CO;t;3624.31
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;CO;t;3068.72
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;CO;t;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;CO;t;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;CO;t;43705.27
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;CO;t;1855.09
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;CO;t;192.10
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;CO;t;765.19
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);CO;t;94.92
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;CO2;kt;26.57
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;CO2;kt;4797.49
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;CO2;kt;1082.98
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;CO2;kt;493.42
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;CO2;kt;0.07
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;CO2;kt;107.25
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;CO2;kt;8991.17
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;CO2;kt;884.88
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;CO2;kt;93.27
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;CO2;kt;3.51
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);CO2;kt;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;N2O;t;0.67
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;N2O;t;19.53
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;N2O;t;25.50
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;N2O;t;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;N2O;t;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;N2O;t;186.98
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;N2O;t;301.43
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;N2O;t;26.41
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;N2O;t;578.30
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;N2O;t;534.29
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);N2O;t;0.17
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;NH3;t;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;NH3;t;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;NH3;t;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;NH3;t;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;NH3;t;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;NH3;t;16.99
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;NH3;t;392.59
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;NH3;t;0.32
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;NH3;t;101.25
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;NH3;t;3117.94
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);NH3;t;0.74
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;SF6;kg;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;SF6;kg;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;SF6;kg;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;SF6;kg;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;SF6;kg;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;SF6;kg;3131.51
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;SF6;kg;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;SF6;kg;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;SF6;kg;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;SF6;kg;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);SF6;kg;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;HFC;kg;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;HFC;kg;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;HFC;kg;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;HFC;kg;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;HFC;kg;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;HFC;kg;1112277.17
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;HFC;kg;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;HFC;kg;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;HFC;kg;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;HFC;kg;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);HFC;kg;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;PFC;kg;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;PFC;kg;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;PFC;kg;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;PFC;kg;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;PFC;kg;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;PFC;kg;0.56
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;PFC;kg;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;PFC;kg;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;PFC;kg;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;PFC;kg;0.00
2017;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);PFC;kg;0.00
2017;Metales pesados;01 Combustión en la producción y transformación de energía;As;kg;0.00
2017;Metales pesados;02 Plantas de combustión no industrial;As;kg;0.16
2017;Metales pesados;03 Plantas de combustión industrial;As;kg;12.30
2017;Metales pesados;04 Procesos industriales sin combustión;As;kg;2.49
2017;Metales pesados;05 Extracción y distribución de combustibles fósiles y energía geotérmica;As;kg;0.00
2017;Metales pesados;06 Uso de disolventes y otros productos;As;kg;0.00
2017;Metales pesados;07 Transporte por carretera;As;kg;0.00
2017;Metales pesados;08 Otros modos de transporte y maquinaria móvil;As;kg;0.00
2017;Metales pesados;09 Tratamiento y eliminación de residuos;As;kg;1.98
2017;Metales pesados;10 Agricultura;As;kg;0.00
2017;Metales pesados;11 Otras fuentes y sumideros (naturaleza);As;kg;0.00
2017;Metales pesados;01 Combustión en la producción y transformación de energía;Cd;kg;0.00
2017;Metales pesados;02 Plantas de combustión no industrial;Cd;kg;0.02
2017;Metales pesados;03 Plantas de combustión industrial;Cd;kg;43.43
2017;Metales pesados;04 Procesos industriales sin combustión;Cd;kg;37.43
2017;Metales pesados;05 Extracción y distribución de combustibles fósiles y energía geotérmica;Cd;kg;0.00
2017;Metales pesados;06 Uso de disolventes y otros productos;Cd;kg;0.00
2017;Metales pesados;07 Transporte por carretera;Cd;kg;24.81
2017;Metales pesados;08 Otros modos de transporte y maquinaria móvil;Cd;kg;2.91
2017;Metales pesados;09 Tratamiento y eliminación de residuos;Cd;kg;1.07
2017;Metales pesados;10 Agricultura;Cd;kg;0.00
2017;Metales pesados;11 Otras fuentes y sumideros (naturaleza);Cd;kg;0.00
2017;Metales pesados;01 Combustión en la producción y transformación de energía;Cr;kg;0.00
2017;Metales pesados;02 Plantas de combustión no industrial;Cr;kg;0.12
2017;Metales pesados;03 Plantas de combustión industrial;Cr;kg;130.83
2017;Metales pesados;04 Procesos industriales sin combustión;Cr;kg;32.28
2017;Metales pesados;05 Extracción y distribución de combustibles fósiles y energía geotérmica;Cr;kg;0.00
2017;Metales pesados;06 Uso de disolventes y otros productos;Cr;kg;0.00
2017;Metales pesados;07 Transporte por carretera;Cr;kg;73.76
2017;Metales pesados;08 Otros modos de transporte y maquinaria móvil;Cr;kg;14.53
2017;Metales pesados;09 Tratamiento y eliminación de residuos;Cr;kg;4.78
2017;Metales pesados;10 Agricultura;Cr;kg;0.00
2017;Metales pesados;11 Otras fuentes y sumideros (naturaleza);Cr;kg;0.00
2017;Metales pesados;01 Combustión en la producción y transformación de energía;Cu;kg;0.00
2017;Metales pesados;02 Plantas de combustión no industrial;Cu;kg;0.16
2017;Metales pesados;03 Plantas de combustión industrial;Cu;kg;40.21
2017;Metales pesados;04 Procesos industriales sin combustión;Cu;kg;6.14
2017;Metales pesados;05 Extracción y distribución de combustibles fósiles y energía geotérmica;Cu;kg;0.00
2017;Metales pesados;06 Uso de disolventes y otros productos;Cu;kg;0.00
2017;Metales pesados;07 Transporte por carretera;Cu;kg;68.82
2017;Metales pesados;08 Otros modos de transporte y maquinaria móvil;Cu;kg;494.00
2017;Metales pesados;09 Tratamiento y eliminación de residuos;Cu;kg;5.15
2017;Metales pesados;10 Agricultura;Cu;kg;0.00
2017;Metales pesados;11 Otras fuentes y sumideros (naturaleza);Cu;kg;0.00
2017;Metales pesados;01 Combustión en la producción y transformación de energía;Hg;kg;0.05
2017;Metales pesados;02 Plantas de combustión no industrial;Hg;kg;1.27
2017;Metales pesados;03 Plantas de combustión industrial;Hg;kg;22.22
2017;Metales pesados;04 Procesos industriales sin combustión;Hg;kg;23.32
2017;Metales pesados;05 Extracción y distribución de combustibles fósiles y energía geotérmica;Hg;kg;0.00
2017;Metales pesados;06 Uso de disolventes y otros productos;Hg;kg;0.00
2017;Metales pesados;07 Transporte por carretera;Hg;kg;0.00
2017;Metales pesados;08 Otros modos de transporte y maquinaria móvil;Hg;kg;0.00
2017;Metales pesados;09 Tratamiento y eliminación de residuos;Hg;kg;35.01
2017;Metales pesados;10 Agricultura;Hg;kg;0.00
2017;Metales pesados;11 Otras fuentes y sumideros (naturaleza);Hg;kg;0.00
2017;Metales pesados;01 Combustión en la producción y transformación de energía;Ni;kg;0.00
2017;Metales pesados;02 Plantas de combustión no industrial;Ni;kg;0.25
2017;Metales pesados;03 Plantas de combustión industrial;Ni;kg;497.18
2017;Metales pesados;04 Procesos industriales sin combustión;Ni;kg;124.27
2017;Metales pesados;05 Extracción y distribución de combustibles fósiles y energía geotérmica;Ni;kg;0.00
2017;Metales pesados;06 Uso de disolventes y otros productos;Ni;kg;0.00
2017;Metales pesados;07 Transporte por carretera;Ni;kg;26.17
2017;Metales pesados;08 Otros modos de transporte y maquinaria móvil;Ni;kg;20.34
2017;Metales pesados;09 Tratamiento y eliminación de residuos;Ni;kg;3.45
2017;Metales pesados;10 Agricultura;Ni;kg;0.00
2017;Metales pesados;11 Otras fuentes y sumideros (naturaleza);Ni;kg;0.00
2017;Metales pesados;01 Combustión en la producción y transformación de energía;Pb;kg;0.00
2017;Metales pesados;02 Plantas de combustión no industrial;Pb;kg;0.34
2017;Metales pesados;03 Plantas de combustión industrial;Pb;kg;195.23
2017;Metales pesados;04 Procesos industriales sin combustión;Pb;kg;460.25
2017;Metales pesados;05 Extracción y distribución de combustibles fósiles y energía geotérmica;Pb;kg;0.00
2017;Metales pesados;06 Uso de disolventes y otros productos;Pb;kg;0.00
2017;Metales pesados;07 Transporte por carretera;Pb;kg;2934.78
2017;Metales pesados;08 Otros modos de transporte y maquinaria móvil;Pb;kg;0.00
2017;Metales pesados;09 Tratamiento y eliminación de residuos;Pb;kg;15.14
2017;Metales pesados;10 Agricultura;Pb;kg;0.00
2017;Metales pesados;11 Otras fuentes y sumideros (naturaleza);Pb;kg;0.00
2017;Metales pesados;01 Combustión en la producción y transformación de energía;Se;kg;0.00
2017;Metales pesados;02 Plantas de combustión no industrial;Se;kg;0.02
2017;Metales pesados;03 Plantas de combustión industrial;Se;kg;13.71
2017;Metales pesados;04 Procesos industriales sin combustión;Se;kg;0.00
2017;Metales pesados;05 Extracción y distribución de combustibles fósiles y energía geotérmica;Se;kg;0.00
2017;Metales pesados;06 Uso de disolventes y otros productos;Se;kg;0.00
2017;Metales pesados;07 Transporte por carretera;Se;kg;0.33
2017;Metales pesados;08 Otros modos de transporte y maquinaria móvil;Se;kg;2.91
2017;Metales pesados;09 Tratamiento y eliminación de residuos;Se;kg;3.16
2017;Metales pesados;10 Agricultura;Se;kg;0.00
2017;Metales pesados;11 Otras fuentes y sumideros (naturaleza);Se;kg;0.00
2017;Metales pesados;01 Combustión en la producción y transformación de energía;Zn;kg;0.00
2017;Metales pesados;02 Plantas de combustión no industrial;Zn;kg;0.14
2017;Metales pesados;03 Plantas de combustión industrial;Zn;kg;1471.64
2017;Metales pesados;04 Procesos industriales sin combustión;Zn;kg;1106.76
2017;Metales pesados;05 Extracción y distribución de combustibles fósiles y energía geotérmica;Zn;kg;0.00
2017;Metales pesados;06 Uso de disolventes y otros productos;Zn;kg;0.00
2017;Metales pesados;07 Transporte por carretera;Zn;kg;4959.53
2017;Metales pesados;08 Otros modos de transporte y maquinaria móvil;Zn;kg;290.59
2017;Metales pesados;09 Tratamiento y eliminación de residuos;Zn;kg;37.84
2017;Metales pesados;10 Agricultura;Zn;kg;0.00
2017;Metales pesados;11 Otras fuentes y sumideros (naturaleza);Zn;kg;0.00
2017;Partículas;01 Combustión en la producción y transformación de energía;PM2,5;t;50.45
2017;Partículas;02 Plantas de combustión no industrial;PM2,5;t;1367.40
2017;Partículas;03 Plantas de combustión industrial;PM2,5;t;462.25
2017;Partículas;04 Procesos industriales sin combustión;PM2,5;t;6.44
2017;Partículas;05 Extracción y distribución de combustibles fósiles y energía geotérmica;PM2,5;t;0.04
2017;Partículas;06 Uso de disolventes y otros productos;PM2,5;t;0.00
2017;Partículas;07 Transporte por carretera;PM2,5;t;1685.80
2017;Partículas;08 Otros modos de transporte y maquinaria móvil;PM2,5;t;386.34
2017;Partículas;09 Tratamiento y eliminación de residuos;PM2,5;t;6.17
2017;Partículas;10 Agricultura;PM2,5;t;64.29
2017;Partículas;11 Otras fuentes y sumideros (naturaleza);PM2,5;t;0.00
2017;Partículas;01 Combustión en la producción y transformación de energía;PM10;t;50.45
2017;Partículas;02 Plantas de combustión no industrial;PM10;t;1401.92
2017;Partículas;03 Plantas de combustión industrial;PM10;t;534.43
2017;Partículas;04 Procesos industriales sin combustión;PM10;t;7.36
2017;Partículas;05 Extracción y distribución de combustibles fósiles y energía geotérmica;PM10;t;0.39
2017;Partículas;06 Uso de disolventes y otros productos;PM10;t;0.00
2017;Partículas;07 Transporte por carretera;PM10;t;2284.25
2017;Partículas;08 Otros modos de transporte y maquinaria móvil;PM10;t;386.71
2017;Partículas;09 Tratamiento y eliminación de residuos;PM10;t;6.43
2017;Partículas;10 Agricultura;PM10;t;251.70
2017;Partículas;11 Otras fuentes y sumideros (naturaleza);PM10;t;0.00
2017;Partículas;01 Combustión en la producción y transformación de energía;PST;t;50.45
2017;Partículas;02 Plantas de combustión no industrial;PST;t;1766.91
2017;Partículas;03 Plantas de combustión industrial;PST;t;528.13
2017;Partículas;04 Procesos industriales sin combustión;PST;t;9.20
2017;Partículas;05 Extracción y distribución de combustibles fósiles y energía geotérmica;PST;t;0.98
2017;Partículas;06 Uso de disolventes y otros productos;PST;t;0.00
2017;Partículas;07 Transporte por carretera;PST;t;3030.90
2017;Partículas;08 Otros modos de transporte y maquinaria móvil;PST;t;395.64
2017;Partículas;09 Tratamiento y eliminación de residuos;PST;t;6.94
2017;Partículas;10 Agricultura;PST;t;523.98
2017;Partículas;11 Otras fuentes y sumideros (naturaleza);PST;t;0.00
2017;Contaminantes orgánicos persistentes;01 Combustión en la producción y transformación de energía;HCH;kg;0.00
2017;Contaminantes orgánicos persistentes;02 Plantas de combustión no industrial;HCH;kg;0.00
2017;Contaminantes orgánicos persistentes;03 Plantas de combustión industrial;HCH;kg;0.00
2017;Contaminantes orgánicos persistentes;04 Procesos industriales sin combustión;HCH;kg;0.00
2017;Contaminantes orgánicos persistentes;05 Extracción y distribución de combustibles fósiles y energía geotérmica;HCH;kg;0.00
2017;Contaminantes orgánicos persistentes;06 Uso de disolventes y otros productos;HCH;kg;0.00
2017;Contaminantes orgánicos persistentes;07 Transporte por carretera;HCH;kg;0.00
2017;Contaminantes orgánicos persistentes;08 Otros modos de transporte y maquinaria móvil;HCH;kg;0.00
2017;Contaminantes orgánicos persistentes;09 Tratamiento y eliminación de residuos;HCH;kg;0.00
2017;Contaminantes orgánicos persistentes;10 Agricultura;HCH;kg;0.00
2017;Contaminantes orgánicos persistentes;11 Otras fuentes y sumideros (naturaleza);HCH;kg;0.00
2017;Contaminantes orgánicos persistentes;01 Combustión en la producción y transformación de energía;PCP;kg;0.00
2017;Contaminantes orgánicos persistentes;02 Plantas de combustión no industrial;PCP;kg;0.00
2017;Contaminantes orgánicos persistentes;03 Plantas de combustión industrial;PCP;kg;0.00
2017;Contaminantes orgánicos persistentes;04 Procesos industriales sin combustión;PCP;kg;0.00
2017;Contaminantes orgánicos persistentes;05 Extracción y distribución de combustibles fósiles y energía geotérmica;PCP;kg;0.00
2017;Contaminantes orgánicos persistentes;06 Uso de disolventes y otros productos;PCP;kg;0.00
2017;Contaminantes orgánicos persistentes;07 Transporte por carretera;PCP;kg;0.00
2017;Contaminantes orgánicos persistentes;08 Otros modos de transporte y maquinaria móvil;PCP;kg;0.00
2017;Contaminantes orgánicos persistentes;09 Tratamiento y eliminación de residuos;PCP;kg;4.05
2017;Contaminantes orgánicos persistentes;10 Agricultura;PCP;kg;0.00
2017;Contaminantes orgánicos persistentes;11 Otras fuentes y sumideros (naturaleza);PCP;kg;0.00
2017;Contaminantes orgánicos persistentes;01 Combustión en la producción y transformación de energía;HCB;kg;0.00
2017;Contaminantes orgánicos persistentes;02 Plantas de combustión no industrial;HCB;kg;0.00
2017;Contaminantes orgánicos persistentes;03 Plantas de combustión industrial;HCB;kg;0.00
2017;Contaminantes orgánicos persistentes;04 Procesos industriales sin combustión;HCB;kg;0.00
2017;Contaminantes orgánicos persistentes;05 Extracción y distribución de combustibles fósiles y energía geotérmica;HCB;kg;0.00
2017;Contaminantes orgánicos persistentes;06 Uso de disolventes y otros productos;HCB;kg;0.00
2017;Contaminantes orgánicos persistentes;07 Transporte por carretera;HCB;kg;0.00
2017;Contaminantes orgánicos persistentes;08 Otros modos de transporte y maquinaria móvil;HCB;kg;0.00
2017;Contaminantes orgánicos persistentes;09 Tratamiento y eliminación de residuos;HCB;kg;0.11
2017;Contaminantes orgánicos persistentes;10 Agricultura;HCB;kg;0.00
2017;Contaminantes orgánicos persistentes;11 Otras fuentes y sumideros (naturaleza);HCB;kg;0.00
2017;Contaminantes orgánicos persistentes;01 Combustión en la producción y transformación de energía;TCM;kg;0.00
2017;Contaminantes orgánicos persistentes;02 Plantas de combustión no industrial;TCM;kg;0.00
2017;Contaminantes orgánicos persistentes;03 Plantas de combustión industrial;TCM;kg;0.00
2017;Contaminantes orgánicos persistentes;04 Procesos industriales sin combustión;TCM;kg;0.00
2017;Contaminantes orgánicos persistentes;05 Extracción y distribución de combustibles fósiles y energía geotérmica;TCM;kg;0.00
2017;Contaminantes orgánicos persistentes;06 Uso de disolventes y otros productos;TCM;kg;0.00
2017;Contaminantes orgánicos persistentes;07 Transporte por carretera;TCM;kg;0.00
2017;Contaminantes orgánicos persistentes;08 Otros modos de transporte y maquinaria móvil;TCM;kg;0.00
2017;Contaminantes orgánicos persistentes;09 Tratamiento y eliminación de residuos;TCM;kg;0.00
2017;Contaminantes orgánicos persistentes;10 Agricultura;TCM;kg;0.00
2017;Contaminantes orgánicos persistentes;11 Otras fuentes y sumideros (naturaleza);TCM;kg;0.00
2017;Contaminantes orgánicos persistentes;01 Combustión en la producción y transformación de energía;TRI;kg;0.00
2017;Contaminantes orgánicos persistentes;02 Plantas de combustión no industrial;TRI;kg;0.00
2017;Contaminantes orgánicos persistentes;03 Plantas de combustión industrial;TRI;kg;0.00
