atm_inventario_año;atm_inventario_grupo_cont;atm_inventario_sector;atm_inventario_cont_desc;atm_inventario_cont_unidades;atm_inventario_cont_cantidad
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;CH4;t;2564.41
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;CH4;t;1333.08
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;CH4;t;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;CH4;t;4956.71
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;CH4;t;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;CH4;t;1084.76
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;CH4;t;33.32
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;CH4;t;45154.52
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;CH4;t;6473.94
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);CH4;t;89.05
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;CO;t;359.55
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;CO;t;13359.55
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;CO;t;6970.82
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;CO;t;8565.49
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;CO;t;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;CO;t;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;CO;t;96386.39
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;CO;t;3151.15
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;CO;t;131.61
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;CO;t;1394.65
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);CO;t;1365.43
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;CO2;kt;56.66
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;CO2;kt;5812.33
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;CO2;kt;2528.65
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;CO2;kt;1474.67
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;CO2;kt;0.06
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;CO2;kt;154.99
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;CO2;kt;8273.09
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;CO2;kt;1506.24
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;CO2;kt;84.66
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;CO2;kt;3.16
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);CO2;kt;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;N2O;t;0.46
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;N2O;t;28.68
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;N2O;t;44.58
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;N2O;t;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;N2O;t;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;N2O;t;312.36
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;N2O;t;258.47
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;N2O;t;79.74
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;N2O;t;873.46
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;N2O;t;479.91
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);N2O;t;2.37
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;NH3;t;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;NH3;t;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;NH3;t;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;NH3;t;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;NH3;t;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;NH3;t;9.68
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;NH3;t;486.63
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;NH3;t;0.50
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;NH3;t;104.89
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;NH3;t;2799.67
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);NH3;t;10.69
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;SF6;kg;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;SF6;kg;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;SF6;kg;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;SF6;kg;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;SF6;kg;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;SF6;kg;1910.92
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;SF6;kg;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;SF6;kg;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;SF6;kg;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;SF6;kg;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);SF6;kg;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;HFC;kg;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;HFC;kg;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;HFC;kg;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;HFC;kg;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;HFC;kg;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;HFC;kg;865395.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;HFC;kg;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;HFC;kg;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;HFC;kg;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;HFC;kg;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);HFC;kg;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;01 Combustión en la producción y transformación de energía;PFC;kg;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;02 Plantas de combustión no industrial;PFC;kg;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;03 Plantas de combustión industrial;PFC;kg;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;04 Procesos industriales sin combustión;PFC;kg;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;05 Extracción y distribución de combustibles fósiles y energía geotérmica;PFC;kg;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;06 Uso de disolventes y otros productos;PFC;kg;30.76
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;07 Transporte por carretera;PFC;kg;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;08 Otros modos de transporte y maquinaria móvil;PFC;kg;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;09 Tratamiento y eliminación de residuos;PFC;kg;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;10 Agricultura;PFC;kg;0.00
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;11 Otras fuentes y sumideros (naturaleza);PFC;kg;0.00
2005;Metales pesados;01 Combustión en la producción y transformación de energía;As;kg;0.00
2005;Metales pesados;02 Plantas de combustión no industrial;As;kg;0.66
2005;Metales pesados;03 Plantas de combustión industrial;As;kg;82.43
2005;Metales pesados;04 Procesos industriales sin combustión;As;kg;6.94
2005;Metales pesados;05 Extracción y distribución de combustibles fósiles y energía geotérmica;As;kg;0.00
2005;Metales pesados;06 Uso de disolventes y otros productos;As;kg;0.00
2005;Metales pesados;07 Transporte por carretera;As;kg;0.00
2005;Metales pesados;08 Otros modos de transporte y maquinaria móvil;As;kg;0.00
2005;Metales pesados;09 Tratamiento y eliminación de residuos;As;kg;1.96
2005;Metales pesados;10 Agricultura;As;kg;0.00
2005;Metales pesados;11 Otras fuentes y sumideros (naturaleza);As;kg;0.00
2005;Metales pesados;01 Combustión en la producción y transformación de energía;Cd;kg;0.00
2005;Metales pesados;02 Plantas de combustión no industrial;Cd;kg;0.08
2005;Metales pesados;03 Plantas de combustión industrial;Cd;kg;224.68
2005;Metales pesados;04 Procesos industriales sin combustión;Cd;kg;104.49
2005;Metales pesados;05 Extracción y distribución de combustibles fósiles y energía geotérmica;Cd;kg;0.00
2005;Metales pesados;06 Uso de disolventes y otros productos;Cd;kg;0.00
2005;Metales pesados;07 Transporte por carretera;Cd;kg;24.51
2005;Metales pesados;08 Otros modos de transporte y maquinaria móvil;Cd;kg;4.94
2005;Metales pesados;09 Tratamiento y eliminación de residuos;Cd;kg;0.99
2005;Metales pesados;10 Agricultura;Cd;kg;0.00
2005;Metales pesados;11 Otras fuentes y sumideros (naturaleza);Cd;kg;0.00
2005;Metales pesados;01 Combustión en la producción y transformación de energía;Cr;kg;0.00
2005;Metales pesados;02 Plantas de combustión no industrial;Cr;kg;0.49
2005;Metales pesados;03 Plantas de combustión industrial;Cr;kg;384.32
2005;Metales pesados;04 Procesos industriales sin combustión;Cr;kg;89.93
2005;Metales pesados;05 Extracción y distribución de combustibles fósiles y energía geotérmica;Cr;kg;0.00
2005;Metales pesados;06 Uso de disolventes y otros productos;Cr;kg;0.00
2005;Metales pesados;07 Transporte por carretera;Cr;kg;68.88
2005;Metales pesados;08 Otros modos de transporte y maquinaria móvil;Cr;kg;24.72
2005;Metales pesados;09 Tratamiento y eliminación de residuos;Cr;kg;23.49
2005;Metales pesados;10 Agricultura;Cr;kg;0.00
2005;Metales pesados;11 Otras fuentes y sumideros (naturaleza);Cr;kg;0.00
2005;Metales pesados;01 Combustión en la producción y transformación de energía;Cu;kg;0.00
2005;Metales pesados;02 Plantas de combustión no industrial;Cu;kg;0.66
2005;Metales pesados;03 Plantas de combustión industrial;Cu;kg;123.98
2005;Metales pesados;04 Procesos industriales sin combustión;Cu;kg;17.13
2005;Metales pesados;05 Extracción y distribución de combustibles fósiles y energía geotérmica;Cu;kg;0.00
2005;Metales pesados;06 Uso de disolventes y otros productos;Cu;kg;0.00
2005;Metales pesados;07 Transporte por carretera;Cu;kg;70.78
2005;Metales pesados;08 Otros modos de transporte y maquinaria móvil;Cu;kg;840.49
2005;Metales pesados;09 Tratamiento y eliminación de residuos;Cu;kg;17.67
2005;Metales pesados;10 Agricultura;Cu;kg;0.00
2005;Metales pesados;11 Otras fuentes y sumideros (naturaleza);Cu;kg;0.00
2005;Metales pesados;01 Combustión en la producción y transformación de energía;Hg;kg;0.10
2005;Metales pesados;02 Plantas de combustión no industrial;Hg;kg;0.63
2005;Metales pesados;03 Plantas de combustión industrial;Hg;kg;80.11
2005;Metales pesados;04 Procesos industriales sin combustión;Hg;kg;65.09
2005;Metales pesados;05 Extracción y distribución de combustibles fósiles y energía geotérmica;Hg;kg;0.00
2005;Metales pesados;06 Uso de disolventes y otros productos;Hg;kg;0.00
2005;Metales pesados;07 Transporte por carretera;Hg;kg;0.00
2005;Metales pesados;08 Otros modos de transporte y maquinaria móvil;Hg;kg;0.00
2005;Metales pesados;09 Tratamiento y eliminación de residuos;Hg;kg;21.58
2005;Metales pesados;10 Agricultura;Hg;kg;0.00
2005;Metales pesados;11 Otras fuentes y sumideros (naturaleza);Hg;kg;0.00
2005;Metales pesados;01 Combustión en la producción y transformación de energía;Ni;kg;0.00
2005;Metales pesados;02 Plantas de combustión no industrial;Ni;kg;0.99
2005;Metales pesados;03 Plantas de combustión industrial;Ni;kg;1806.70
2005;Metales pesados;04 Procesos industriales sin combustión;Ni;kg;346.87
2005;Metales pesados;05 Extracción y distribución de combustibles fósiles y energía geotérmica;Ni;kg;0.00
2005;Metales pesados;06 Uso de disolventes y otros productos;Ni;kg;0.00
2005;Metales pesados;07 Transporte por carretera;Ni;kg;26.21
2005;Metales pesados;08 Otros modos de transporte y maquinaria móvil;Ni;kg;34.61
2005;Metales pesados;09 Tratamiento y eliminación de residuos;Ni;kg;0.24
2005;Metales pesados;10 Agricultura;Ni;kg;0.00
2005;Metales pesados;11 Otras fuentes y sumideros (naturaleza);Ni;kg;0.00
2005;Metales pesados;01 Combustión en la producción y transformación de energía;Pb;kg;0.00
2005;Metales pesados;02 Plantas de combustión no industrial;Pb;kg;1.37
2005;Metales pesados;03 Plantas de combustión industrial;Pb;kg;1010.81
2005;Metales pesados;04 Procesos industriales sin combustión;Pb;kg;1284.71
2005;Metales pesados;05 Extracción y distribución de combustibles fósiles y energía geotérmica;Pb;kg;0.00
2005;Metales pesados;06 Uso de disolventes y otros productos;Pb;kg;0.00
2005;Metales pesados;07 Transporte por carretera;Pb;kg;3573.98
2005;Metales pesados;08 Otros modos de transporte y maquinaria móvil;Pb;kg;0.00
2005;Metales pesados;09 Tratamiento y eliminación de residuos;Pb;kg;23.72
2005;Metales pesados;10 Agricultura;Pb;kg;0.00
2005;Metales pesados;11 Otras fuentes y sumideros (naturaleza);Pb;kg;0.00
2005;Metales pesados;01 Combustión en la producción y transformación de energía;Se;kg;0.00
2005;Metales pesados;02 Plantas de combustión no industrial;Se;kg;0.08
2005;Metales pesados;03 Plantas de combustión industrial;Se;kg;778.33
2005;Metales pesados;04 Procesos industriales sin combustión;Se;kg;0.00
2005;Metales pesados;05 Extracción y distribución de combustibles fósiles y energía geotérmica;Se;kg;0.00
2005;Metales pesados;06 Uso de disolventes y otros productos;Se;kg;0.00
2005;Metales pesados;07 Transporte por carretera;Se;kg;0.34
2005;Metales pesados;08 Otros modos de transporte y maquinaria móvil;Se;kg;4.94
2005;Metales pesados;09 Tratamiento y eliminación de residuos;Se;kg;3.33
2005;Metales pesados;10 Agricultura;Se;kg;0.00
2005;Metales pesados;11 Otras fuentes y sumideros (naturaleza);Se;kg;0.00
2005;Metales pesados;01 Combustión en la producción y transformación de energía;Zn;kg;0.00
2005;Metales pesados;02 Plantas de combustión no industrial;Zn;kg;0.55
2005;Metales pesados;03 Plantas de combustión industrial;Zn;kg;2175.36
2005;Metales pesados;04 Procesos industriales sin combustión;Zn;kg;3083.31
2005;Metales pesados;05 Extracción y distribución de combustibles fósiles y energía geotérmica;Zn;kg;0.00
2005;Metales pesados;06 Uso de disolventes y otros productos;Zn;kg;0.00
2005;Metales pesados;07 Transporte por carretera;Zn;kg;4899.36
2005;Metales pesados;08 Otros modos de transporte y maquinaria móvil;Zn;kg;494.41
2005;Metales pesados;09 Tratamiento y eliminación de residuos;Zn;kg;85.20
2005;Metales pesados;10 Agricultura;Zn;kg;0.00
2005;Metales pesados;11 Otras fuentes y sumideros (naturaleza);Zn;kg;0.00
2005;Partículas;01 Combustión en la producción y transformación de energía;PM2,5;t;32.46
2005;Partículas;02 Plantas de combustión no industrial;PM2,5;t;1683.16
2005;Partículas;03 Plantas de combustión industrial;PM2,5;t;637.45
2005;Partículas;04 Procesos industriales sin combustión;PM2,5;t;17.99
2005;Partículas;05 Extracción y distribución de combustibles fósiles y energía geotérmica;PM2,5;t;0.20
2005;Partículas;06 Uso de disolventes y otros productos;PM2,5;t;0.00
2005;Partículas;07 Transporte por carretera;PM2,5;t;2562.44
2005;Partículas;08 Otros modos de transporte y maquinaria móvil;PM2,5;t;732.77
2005;Partículas;09 Tratamiento y eliminación de residuos;PM2,5;t;13.68
2005;Partículas;10 Agricultura;PM2,5;t;66.82
2005;Partículas;11 Otras fuentes y sumideros (naturaleza);PM2,5;t;0.00
2005;Partículas;01 Combustión en la producción y transformación de energía;PM10;t;32.46
2005;Partículas;02 Plantas de combustión no industrial;PM10;t;1731.02
2005;Partículas;03 Plantas de combustión industrial;PM10;t;780.58
2005;Partículas;04 Procesos industriales sin combustión;PM10;t;20.56
2005;Partículas;05 Extracción y distribución de combustibles fósiles y energía geotérmica;PM10;t;1.97
2005;Partículas;06 Uso de disolventes y otros productos;PM10;t;0.00
2005;Partículas;07 Transporte por carretera;PM10;t;3063.77
2005;Partículas;08 Otros modos de transporte y maquinaria móvil;PM10;t;733.22
2005;Partículas;09 Tratamiento y eliminación de residuos;PM10;t;14.00
2005;Partículas;10 Agricultura;PM10;t;259.30
2005;Partículas;11 Otras fuentes y sumideros (naturaleza);PM10;t;0.00
2005;Partículas;01 Combustión en la producción y transformación de energía;PST;t;32.46
2005;Partículas;02 Plantas de combustión no industrial;PST;t;2106.55
2005;Partículas;03 Plantas de combustión industrial;PST;t;693.47
2005;Partículas;04 Procesos industriales sin combustión;PST;t;25.69
2005;Partículas;05 Extracción y distribución de combustibles fósiles y energía geotérmica;PST;t;4.92
2005;Partículas;06 Uso de disolventes y otros productos;PST;t;0.00
2005;Partículas;07 Transporte por carretera;PST;t;3717.37
2005;Partículas;08 Otros modos de transporte y maquinaria móvil;PST;t;773.58
2005;Partículas;09 Tratamiento y eliminación de residuos;PST;t;14.65
2005;Partículas;10 Agricultura;PST;t;885.48
2005;Partículas;11 Otras fuentes y sumideros (naturaleza);PST;t;0.00
2005;Contaminantes orgánicos persistentes;01 Combustión en la producción y transformación de energía;HCH;kg;0.00
2005;Contaminantes orgánicos persistentes;02 Plantas de combustión no industrial;HCH;kg;0.00
2005;Contaminantes orgánicos persistentes;03 Plantas de combustión industrial;HCH;kg;0.00
2005;Contaminantes orgánicos persistentes;04 Procesos industriales sin combustión;HCH;kg;0.00
2005;Contaminantes orgánicos persistentes;05 Extracción y distribución de combustibles fósiles y energía geotérmica;HCH;kg;0.00
2005;Contaminantes orgánicos persistentes;06 Uso de disolventes y otros productos;HCH;kg;0.00
2005;Contaminantes orgánicos persistentes;07 Transporte por carretera;HCH;kg;0.00
2005;Contaminantes orgánicos persistentes;08 Otros modos de transporte y maquinaria móvil;HCH;kg;0.00
2005;Contaminantes orgánicos persistentes;09 Tratamiento y eliminación de residuos;HCH;kg;0.00
2005;Contaminantes orgánicos persistentes;10 Agricultura;HCH;kg;0.00
2005;Contaminantes orgánicos persistentes;11 Otras fuentes y sumideros (naturaleza);HCH;kg;0.00
2005;Contaminantes orgánicos persistentes;01 Combustión en la producción y transformación de energía;PCP;kg;0.00
2005;Contaminantes orgánicos persistentes;02 Plantas de combustión no industrial;PCP;kg;0.00
2005;Contaminantes orgánicos persistentes;03 Plantas de combustión industrial;PCP;kg;0.00
2005;Contaminantes orgánicos persistentes;04 Procesos industriales sin combustión;PCP;kg;0.00
2005;Contaminantes orgánicos persistentes;05 Extracción y distribución de combustibles fósiles y energía geotérmica;PCP;kg;0.00
2005;Contaminantes orgánicos persistentes;06 Uso de disolventes y otros productos;PCP;kg;0.00
2005;Contaminantes orgánicos persistentes;07 Transporte por carretera;PCP;kg;0.00
2005;Contaminantes orgánicos persistentes;08 Otros modos de transporte y maquinaria móvil;PCP;kg;0.00
2005;Contaminantes orgánicos persistentes;09 Tratamiento y eliminación de residuos;PCP;kg;4.28
2005;Contaminantes orgánicos persistentes;10 Agricultura;PCP;kg;0.00
2005;Contaminantes orgánicos persistentes;11 Otras fuentes y sumideros (naturaleza);PCP;kg;0.00
2005;Contaminantes orgánicos persistentes;01 Combustión en la producción y transformación de energía;HCB;kg;0.00
2005;Contaminantes orgánicos persistentes;02 Plantas de combustión no industrial;HCB;kg;0.00
2005;Contaminantes orgánicos persistentes;03 Plantas de combustión industrial;HCB;kg;0.00
2005;Contaminantes orgánicos persistentes;04 Procesos industriales sin combustión;HCB;kg;0.00
2005;Contaminantes orgánicos persistentes;05 Extracción y distribución de combustibles fósiles y energía geotérmica;HCB;kg;0.00
2005;Contaminantes orgánicos persistentes;06 Uso de disolventes y otros productos;HCB;kg;0.00
2005;Contaminantes orgánicos persistentes;07 Transporte por carretera;HCB;kg;0.00
2005;Contaminantes orgánicos persistentes;08 Otros modos de transporte y maquinaria móvil;HCB;kg;0.00
2005;Contaminantes orgánicos persistentes;09 Tratamiento y eliminación de residuos;HCB;kg;0.32
2005;Contaminantes orgánicos persistentes;10 Agricultura;HCB;kg;0.00
2005;Contaminantes orgánicos persistentes;11 Otras fuentes y sumideros (naturaleza);HCB;kg;0.00
2005;Contaminantes orgánicos persistentes;01 Combustión en la producción y transformación de energía;TCM;kg;0.00
2005;Contaminantes orgánicos persistentes;02 Plantas de combustión no industrial;TCM;kg;0.00
2005;Contaminantes orgánicos persistentes;03 Plantas de combustión industrial;TCM;kg;0.00
2005;Contaminantes orgánicos persistentes;04 Procesos industriales sin combustión;TCM;kg;0.00
2005;Contaminantes orgánicos persistentes;05 Extracción y distribución de combustibles fósiles y energía geotérmica;TCM;kg;0.00
2005;Contaminantes orgánicos persistentes;06 Uso de disolventes y otros productos;TCM;kg;0.00
2005;Contaminantes orgánicos persistentes;07 Transporte por carretera;TCM;kg;0.00
2005;Contaminantes orgánicos persistentes;08 Otros modos de transporte y maquinaria móvil;TCM;kg;0.00
2005;Contaminantes orgánicos persistentes;09 Tratamiento y eliminación de residuos;TCM;kg;0.00
2005;Contaminantes orgánicos persistentes;10 Agricultura;TCM;kg;0.00
2005;Contaminantes orgánicos persistentes;11 Otras fuentes y sumideros (naturaleza);TCM;kg;0.00
2005;Contaminantes orgánicos persistentes;01 Combustión en la producción y transformación de energía;TRI;kg;0.00
2005;Contaminantes orgánicos persistentes;02 Plantas de combustión no industrial;TRI;kg;0.00
2005;Contaminantes orgánicos persistentes;03 Plantas de combustión industrial;TRI;kg;0.00
2005;Contaminantes orgánicos persistentes;04 Procesos industriales sin combustión;TRI;kg;0.00
2005;Contaminantes orgánicos persistentes;05 Extracción y distribución de combustibles fósiles y energía geotérmica;TRI;kg;0.00
2005;Contaminantes orgánicos persistentes;06 Uso de disolventes y otros productos;TRI;kg;0.00
2005;Contaminantes orgánicos persistentes;07 Transporte por carretera;TRI;kg;0.00
2005;Contaminantes orgánicos persistentes;08 Otros modos de transporte y maquinaria móvil;TRI;kg;0.00
2005;Contaminantes orgánicos persistentes;09 Tratamiento y eliminación de residuos;TRI;kg;0.00
2005;Contaminantes orgánicos persistentes;10 Agricultura;TRI;kg;0.00
2005;Contaminantes orgánicos persistentes;11 Otras fuentes y sumideros (naturaleza);TRI;kg;0.00
2005;Contaminantes orgánicos persistentes;01 Combustión en la producción y transformación de energía;PER;kg;0.00
2005;Contaminantes orgánicos persistentes;02 Plantas de combustión no industrial;PER;kg;0.00
2005;Contaminantes orgánicos persistentes;03 Plantas de combustión industrial;PER;kg;0.00
2005;Contaminantes orgánicos persistentes;04 Procesos industriales sin combustión;PER;kg;0.00
2005;Contaminantes orgánicos persistentes;05 Extracción y distribución de combustibles fósiles y energía geotérmica;PER;kg;0.00
2005;Contaminantes orgánicos persistentes;06 Uso de disolventes y otros productos;PER;kg;0.00
2005;Contaminantes orgánicos persistentes;07 Transporte por carretera;PER;kg;0.00
2005;Contaminantes orgánicos persistentes;08 Otros modos de transporte y maquinaria móvil;PER;kg;0.00
2005;Contaminantes orgánicos persistentes;09 Tratamiento y eliminación de residuos;PER;kg;0.00
2005;Contaminantes orgánicos persistentes;10 Agricultura;PER;kg;0.00
2005;Contaminantes orgánicos persistentes;11 Otras fuentes y sumideros (naturaleza);PER;kg;0.00
2005;Contaminantes orgánicos persistentes;01 Combustión en la producción y transformación de energía;TCB;kg;0.00
2005;Contaminantes orgánicos persistentes;02 Plantas de combustión no industrial;TCB;kg;0.00
2005;Contaminantes orgánicos persistentes;03 Plantas de combustión industrial;TCB;kg;0.00
2005;Contaminantes orgánicos persistentes;04 Procesos industriales sin combustión;TCB;kg;0.00
2005;Contaminantes orgánicos persistentes;05 Extracción y distribución de combustibles fósiles y energía geotérmica;TCB;kg;0.00
2005;Contaminantes orgánicos persistentes;06 Uso de disolventes y otros productos;TCB;kg;0.00
2005;Contaminantes orgánicos persistentes;07 Transporte por carretera;TCB;kg;0.00
2005;Contaminantes orgánicos persistentes;08 Otros modos de transporte y maquinaria móvil;TCB;kg;0.00
2005;Contaminantes orgánicos persistentes;09 Tratamiento y eliminación de residuos;TCB;kg;0.00
2005;Contaminantes orgánicos persistentes;10 Agricultura;TCB;kg;0.00
2005;Contaminantes orgánicos persistentes;11 Otras fuentes y sumideros (naturaleza);TCB;kg;0.00
2005;Contaminantes orgánicos persistentes;01 Combustión en la producción y transformación de energía;TCE;kg;0.00
2005;Contaminantes orgánicos persistentes;02 Plantas de combustión no industrial;TCE;kg;0.00
2005;Contaminantes orgánicos persistentes;03 Plantas de combustión industrial;TCE;kg;0.00
2005;Contaminantes orgánicos persistentes;04 Procesos industriales sin combustión;TCE;kg;0.00
2005;Contaminantes orgánicos persistentes;05 Extracción y distribución de combustibles fósiles y energía geotérmica;TCE;kg;0.00
2005;Contaminantes orgánicos persistentes;06 Uso de disolventes y otros productos;TCE;kg;0.00
2005;Contaminantes orgánicos persistentes;07 Transporte por carretera;TCE;kg;0.00
2005;Contaminantes orgánicos persistentes;08 Otros modos de transporte y maquinaria móvil;TCE;kg;0.00
2005;Contaminantes orgánicos persistentes;09 Tratamiento y eliminación de residuos;TCE;kg;0.00
2005;Contaminantes orgánicos persistentes;10 Agricultura;TCE;kg;0.00
2005;Contaminantes orgánicos persistentes;11 Otras fuentes y sumideros (naturaleza);TCE;kg;0.00
